"hts_code","custom_description"
"6309.00.00.10","used cotton shirt black men's"
"6309.00.00.10","Used cotton shirt men-s beige"
"6309.00.00.10","used cotton t-shirt black"
"6309.00.00.10","used denim shorts"
"6309.00.00.10","Used dress"
"6309.00.00.10","Used dress home made"
"6309.00.00.10","Used Girls' Brown Suede Jacket, 50% Polyester 50% Acrylic"
"6309.00.00.10","used gray women's polyester jacket"
"6309.00.00.10","Used green wool sweater"
"6309.00.00.10","Used hat"
"6309.00.00.10","Used kids jacket"
"6309.00.00.10","Used kids sports shirt"
"6309.00.00.10","Used ladies jacket"
"6309.00.00.10","used men's anorak jacket"
"6309.00.00.10","used men's beanie"
"6309.00.00.10","Used men-s beige polyester cotton jacket"
"6309.00.00.10","Used men-s black wool polyester jacket"
"6309.00.00.10","used men's blazer"
"6309.00.00.10","used men's cotton/polyester vest"
"6309.00.00.10","used men's denim jacket"
"6309.00.00.10","used men's hat"
"6309.00.00.10","Used men-s hat"
"6309.00.00.10","used men's hoodie"
"6309.00.00.10","used men's jacket"
"6309.00.00.10","Used men-s jacket"
"6309.00.00.10","Used mens jacket"
"6309.00.00.10","used men's jeans"
"6309.00.00.10","Used men-s pants"
"6309.00.00.10","used men's polo shirt"
"6309.00.00.10","used men's shirt"
"6309.00.00.10","used Mens Shirt"
"6309.00.00.10","used mens shoes"
"6309.00.00.10","Used men-s shoes"
"6309.00.00.10","Used men-s sports shirt"
"6309.00.00.10","used Mens Sweater"
"6309.00.00.10","Used men-s sweater"
"6309.00.00.10","Used mens sweater"
"6309.00.00.10","used mens Sweatshirt"
"6309.00.00.10","used Mens tshirt"
"6309.00.00.10","Used men-s t shirt"
"6309.00.00.10","used Mens tshirts"
"6309.00.00.10","Used mens t shirts music size medium"
"6309.00.00.10","Used Men Suit wool"
"6309.00.00.10","used Mens uniform"
"6309.00.00.10","Used orange polyester jersey"
"6309.00.00.10","Used pants"
"6309.00.00.10","Used polyester jacket"
"6309.00.00.10","Used polyester jersey"
"6309.00.00.10","Used polyester skirt from the 1970s"
"6309.00.00.10","used red polyester jersey"
"6309.00.00.10","used shirt"
"6309.00.00.10","Used Skateboarting t shirt made in usa black"
"6309.00.00.10","Used sport shirt"
"6309.00.00.10","Used sports shirt"
"6309.00.00.10","used sweater"
"6309.00.00.10","used sweatshirt"
"6309.00.00.10","used t-shirt"
"6309.00.00.10","used T Shirt"
"6309.00.00.10","Used t shirt"
"6309.00.00.10","used t-shirt blue cotton"
"6309.00.00.10","used unisex tShirt"
"6309.00.00.10","Used vintage butwin jacket made in usa"
"6309.00.00.10","used vintage mens Minnesota nba jersey made in usa"
"6309.00.00.10","used white cotton t-shirt"
"6309.00.00.10","used white jersey"
"6309.00.00.10","used white polyester jersey"
"6309.00.00.10","used white polyester kids jersey"
"6309.00.00.10","Used woman-s pants"
"6309.00.00.10","used womens blazer"
"6309.00.00.10","used Womens Blazer"
"6309.00.00.10","Used women-s blouse L silk"
"6309.00.00.10","used women's blue polyester vest"
"6309.00.00.10","used women's blue sweater wool"
"6309.00.00.10","used women's cotton jacket"
"6309.00.00.10","used women's cotton shirt"
"6309.00.00.10","used women's denim jacket"
"6309.00.00.10","used women's denim shorts"
"6309.00.00.10","Used women-s dress rayon polyamide"
"6309.00.00.10","used women's jacket"
"6309.00.00.10","used Womens jacket"
"6309.00.00.10","used women's jacket gray wool"
"6309.00.00.10","used women's jeans"
"6309.00.00.10","used womens jeans"
"6309.00.00.10","used Womens jeans"
"6309.00.00.10","used Womens Overalls"
"6309.00.00.10","used women's purple polyester jacket"
"6309.00.00.10","used women's sweater cashmere"
"6309.00.00.10","used women's vest rayon linen"
"6309.00.00.10","used wool sweater"
"6309.00.00.10","Vintage 00s Detroit Red Wings Men-s Black Fleece Sweatshirt"
"6309.00.00.10","Vintage 100% Silk Coach Sheer Black/White Striped Scarf"
"6309.00.00.10","Vintage 1990s Champion Men's Pastel Color Block Windbreaker Jacket"
"6309.00.00.10","Vintage 1990s Evan Picone Women's Ivory Floral Silk Blouse"
"6309.00.00.10","Vintage 1990s Womens Black Leather Zip Front Jacket - Size S"
"6309.00.00.10","Vintage 1990s Woolrich Women's Nordic Snowflake Sweater Made in USA"
"6309.00.00.10","Vintage 1993 Men's Colorado Rockies T-Shirt Black"
"6309.00.00.10","Vintage 2000s Disney Men's Mickey Mouse Zip Hoodie Navy XL"
"6309.00.00.10","vintage 3d emblem t shirt texas made in usa"
"6309.00.00.10","Vintage 90s Asics Windbreaker Jacket/Track Jacket"
"6309.00.00.10","Vintage 90s Columbia Women's Olive Beige Lightweight Windbreaker Jacket Medium"
"6309.00.00.10","Vintage 90s Deadwood Colorblock Sweatshirt USA"
"6309.00.00.10","Vintage 90s Guess Women-s Denim Overalls Medium Wash- Made in USA"
"6309.00.00.10","Vintage 90s Hanes Men's Green Baltimore Graphic T Shirt XL"
"6309.00.00.10","Vintage 90s Harlequin Men's Blue Wolf Graphic T-shirt-Made in USA"
"6309.00.00.10","Vintage 90s L.L.Bean Women's Green Barn Chore Jacket"
"6309.00.00.10","Vintage 90s Men-s Elk Wildlife All Over Print Sweatshirt"
"6309.00.00.10","Vintage 90s Paisley Allover Pattern Corduroy Long Sleeve Shirt/Unisex"
"6309.00.00.10","Vintage 90s Polo Ralph Lauren Men-s Olive Button Down Cotton Shirt Blake Fit"
"6309.00.00.10","Vintage 90s The Limited High Waist Black Leather Pants"
"6309.00.00.10","Vintage acrylic knit sweater vest"
"6309.00.00.10","Vintage avator mens leather jacket size m made in usa"
"6309.00.00.10","Vintage Banana Republic Safari and Travel Women-s 90s Dark Green Long Sleeve Knit Dress"
"6309.00.00.10","Vintage Black Leather Fringe Jacket with Animal Print Fur Trim"
"6309.00.00.10","Vintage cotton kids dress"
"6309.00.00.10","vintage dallas cowboys jacket made usa"
"6309.00.00.10","Vintage Hawaiian black dress with flowers"
"6309.00.00.10","vintage hockey hat black detroit redwings"
"6309.00.00.10","Vintage Jacket"
"6309.00.00.10","vintage jacket poly acrylic"
"6309.00.00.10","Vintage Jansport Arizona State University Maroon Sweatshirt"
"6309.00.00.10","Vintage mens st lous rams jaerdey made in usa"
"6309.00.00.10","vintage metallic dress"
"6309.00.00.10","vintage ncaa t shirt made in usa"
"6309.00.00.10","vintage patognia deep pile made in usa"
"6309.00.00.10","Vintage pump shoes"
"6309.00.00.10","vintage reggae t shirt black 2xl made in usa"
"6309.00.00.10","vintage ribbed knit top with zippers"
"6309.00.00.10","Vintage Seattle Mariners Majestic Jersey Blank/MLB"
"6309.00.00.10","Vintage shirt made in usa"
"6309.00.00.10","Vintage Silk Dress"
"6309.00.00.10","vintage youth baseball blue jays t shirt made in canada"
"6309.00.00.10","white cotton shirt men's"
"6309.00.00.10","Windbreaker jacket"
"6309.00.00.10","woemns polyester pants"
"6309.00.00.10","womens acrylic sweater"
"6309.00.00.10","womens angora hat"
"6309.00.00.10","womens athletic wear cotton"
"6309.00.00.10","Women-s Camel Tan 100% Cashmere Crew Neck Sweater"
"6309.00.00.10","Women-s Charcoal Gray Pure Cashmere Crew Neck Sweater"
"6309.00.00.10","womens corduroy blazer"
"6309.00.00.10","womens corduroy jacket"
"6309.00.00.10","womens corduroy trousers"
"6309.00.00.10","womens costume <b>jewellery</b>"
"6309.00.00.10","womens cotton capris"
"6309.00.00.10","womens cotton dress"
"6309.00.00.10","womens cotton hat"
"6309.00.00.10","womens cotton jersey"
"6309.00.00.10","womens cotton pants"
"6309.00.00.10","womens cotton scarf"
"6309.00.00.10","womens cotton skirt"
"6309.00.00.10","womens cotton sweater"
"6309.00.00.10","womens cotton top"
"6309.00.00.10","womens denim jeans"
"6309.00.00.10","womens denim skirt"
"6309.00.00.10","womens denim top"
"6309.00.00.10","womens faux leather purse"
"6309.00.00.10","womens faux purse"
"6309.00.00.10","womens lace top"
"6309.00.00.10","womens leather belt"
"6309.00.00.10","womens leather boots"
"6309.00.00.10","womens leather jacket"
"6309.00.00.10","womens leather purse"
"6309.00.00.10","womens leather shoes"
"6309.00.00.10","womens man made fibre purse"
"6309.00.00.10","womens man made material purse"
"6309.00.00.10","womens man made material shoes"
"6309.00.00.10","womens metal bracket"
"6309.00.00.10","womens nylon purse"
"6309.00.00.10","womens nylon top"
"6309.00.00.10","womens plastic sunglasses"
"6309.00.00.10","womens polester pants"
"6309.00.00.10","womens polyester coat"
"6309.00.00.10","womens polyester dress"
"6309.00.00.10","womens polyester jacket"
"6309.00.00.10","womens polyester pants"
"6309.00.00.10","womens polyester shorts"
"6309.00.00.10","womens polyester skirt"
"6309.00.00.10","womens polyester sweater"
"6309.00.00.10","womens polyester top"
"6309.00.00.10","womens satin dress"
"6309.00.00.10","womens silk top"
"6309.00.00.10","womens suede purse"
"6309.00.00.10","womens wool coat"
"6309.00.00.10","womens wool jacket"
"6309.00.00.10","womens wool skirt"
"6309.00.00.10","womens wool sweater"
"6309.00.00.10","womens wool top"
"6309.00.00.10","wool blend women's sleeveless sweater"
"6309.00.00.10","Wool flannel"
"6309.00.00.10","Woolrich Men-s Gray Wool Blend Shirt Jacket"
"6309.00.00.10","wool sweater"
"6309.00.00.10","worn <b>clothing</b> bundle: 2 shirts, 1 jeans, sandals, belt"
"6309.00.00.10","worn <b>clothing</b> bundle: shirts, polyester and cotton, denim jeans"
"6309.00.00.10","worn <b>clothing</b> bundle: shirts, polyester and cotton, denim jeans, hoodie polyester and cotton mix, purse, pu leather"
"6309.00.00.10","worn <b>clothing</b> bundle: shirts, polyester and cotton, denim jeans, shorts, skirt polyester and cotton mix"
"6309.00.00.10","worn <b>clothing</b> bundle: shirts, polyester and cotton, skirt polyester and cotton mix"
"6309.00.00.10","worn woman <b>clothes</b>"
"6309.0000.10","Used cape"
"6309.0000.10","Used little bag"
"6309.00.0020","Used <b>clothing</b> pattern fabric"
"6309.00.00.20","men's button down shirt"
"6309.00.00.20","men's long sleeve polo shirt"
"6309.00.00.20","men's soccer jersey"
"6309.00.00.20","used boots"
"6309.00.00.20","used mens boots"
"6310.10.20.10","scrap fabric/rags"
"6401.92.90.60","Womens suede boots"
"6401.99.60.00","unisex dog boots second quality sun damaged"
"6402.12.0000","Plastic and rubber snowboard boots with textile lining. NO ALUMINUM CONTENT. ADD/CVD + Lacey do not apply."
"6402.12.00.00","Vintage RollerBlade BravoBlade GLX Women-s Size 9 Inline Skates Rollerblades"
"6402.12.00.00","Winter Rubber <b>Accessory</b>"
"6402.19.05.30","mens athletic shoes"
"6402.91.40.63","baby shoes rubber used"
"6402.91.42.30","converse shoes"
"6402.91.9005","Basketball shoes"
"6402.91.90.05","Shoes"
"6402.91.90.05","Used Adidas Sneakers"
"6402993110","shearling slippers"
"6402.99.3110","Women foam sandal"
"6402.99.31.35","Womens shirt"
"6402.99.3165","Running Shoe Rubber Sole"
"6402.99.31.65","Hi-Vis Reflective Leg Bands"
"6402.99.41.00","Preowned Womens Shoes"
"6402.99.41.00","Second hand Womens Black Leather shoes"
"6402.99.41.00","Used/Preowned Womens Shoes"
"6402.99.41.00","Womens Used/Preowned Black Leather Boots"
"6402994960","SLIPPERS"
"6403.19.10.00","Mens Brown & Blue Leather Wingtip Dress Shoes - 14"
"6403.19.20.00","Insulated Rubber Polyester Boots"
"6403.19.20.00","Men's <b>Sample</b> Hiking Boots"
"6403.19.20.00","Men's hiking boot second quality sun damaged"
"6403.19.20.00","Men's Insoles second quality pilled fabric"
"6403.19.20.00","Women's Casual Boots -2nds qlty improper stitches/eyelits"
"6403.19.20.00","Women's hiking boots second quality sun damaged"
"6403.19.20.00","Womens hiking boot sun damaged second quality"
"6403.19.20.00","Womens insulated leather <b>sample</b> boot"
"6403.19.20.00","Women's shoes sun damage scuffed"
"6403.19.20.00","Womens snow boots"
"6403.19.20.00","Women's winter boots second quality sun damaged"
"6403.19.40.90","pair of youth hockey skates"
"6403.19.40.90","Tennis shoes"
"6403.19.70.61","Gotta Flurt running shoe"
"6403.19.70.61","Gotta Flurt Women Running Shoe"
"6403.20.00.00","boots"
"6403.51.11.00","Men's Jalsa Jutti- Men Shoe- Men Punjabi Jutti- Mojaris (Size US 7,8,9,10,11- Colour Black, Brown)"
"6403.51.30.60","3 pairs of fake leather shoes + 1 fake leather purse"
"6403.59.90.30","Men's boot"
"6403.59.90.30","Men's leather boot"
"6403599061","Leather Shoes"
"6403.59.9061","Leather Shoes"
"6403.59.9061","Leathers Shoes"
"6403.91.11.00","Diesel Leather Boots"
"6403913040","Clarks Men's Wallabee Boot in Maple Suede - 10.0 Men"
"6403992030","Clarks Men's Wallabee in Maple Suede - 10.5 Men"
"6403992060","Birkenstock Boston Softbed Suede Leather in Taupe - Narrow / 38 European"
"6403992060","Birkenstock Boston Softbed Suede Leather in Taupe - Regular / 44 European"
"6403992060","Birkenstock Boston Softbed Suede Leather in Taupe - Regular / 45 European"
"6403992060","Birkenstock Women's Arizona Big Buckle Raffia Textile in Black - Narrow / 40 European"
"6403.99.20.60","Black Platform Shoes"
"6403.99.20.60","Platform Mules"
"6403.99.20.60","Selena Backless Strappy Sandals Wooden Block Heel Made Brazil SZ 10M (L) 9.5 (R)"
"6403.99.20.60","shoes"
"6403.99.20.90","shoes"
"6403994035","G.H. Bass Men's Larson Weejuns Loafer in Wine - 8.0 Men"
"6403994035","Sperry Men's Authentic Original 2 <b>Eye</b> Boat Shoe in Amaretto - 12.0 Men"
"6403996040","leather men sneakers"
"6403.99.6040","Shoes no box"
"6403.99.60.40","shoe"
"6404.11.2030","suede shoes"
"6404.11.20.30","shoes"
"6404.11.20.30","sneakers"
"6404112060","Converse Chuck Taylor All Star Leather High Top in Black Monochrome - 11.0 Men"
"6404112060","Converse Chuck Taylor All Star Leather High Top in Black Monochrome - 9.0 Men"
"6404112060","Converse Chuck Taylor All Star Leather High Top in White Monochrome - 5.5 Men | 7.5 Women"
"6404112060","Converse Chuck Taylor All Star Mono Leather Low Top in White Monochrome - 7.5 Men | 9.5 Women"
"6404112060","New Balance 2002R in Black with <b>Magnet</b> - 12.0 Men"
"6404112060","New Balance 550 in White - 6.0 Men | 7.5 Women"
"6404112060","New Balance 574 in Black - 12.0 Men"
"6404112060","New Balance 574 in Black - 6.0 Men | 7.5 Women"
"6404112060","New Balance 9060 in Black with Castlerock - 7.0 Men | 8.5 Women"
"6404112060","New Balance 9060 in Black with Castlerock and Rain Cloud - 10.0 Men"
"6404112060","New Balance 9060 in Black with Castlerock and Rain Cloud - 11.0 Men"
"6404112060","New Balance 9060 in Black with Castlerock and Rain Cloud - 6.5 Men | 8.0 Women"
"6404112060","New Balance 9060 in Rain Cloud with Castlerock and White - 6.5 Men | 8.0 Women"
"6404112060","New Balance 9060 in Rain Cloud with Castlerock and White - 7.0 Men | 8.5 Women"
"6404112060","New Balance 9060 in Sea <b>Salt</b> with Concrete and Silver Metallic - 11.0 Men"
"6404112060","New Balance 9060 in Sea <b>Salt</b> with Concrete and Silver Metallic - 6.0 Men | 7.5 Women"
"6404112060","New Balance 9060 in Sea <b>Salt</b> with Concrete and Silver Metallic - 7.0 Men | 8.5 Women"
"6404112060","New Balance 9060 in Sea <b>Salt</b> with Concrete and Silver Metallic - 8.5 Men | 10.0 Women"
"6404112060","New Balance Youth 9060 in Black with Castlerock - Regular / 7.0 Youth | 8.5 Women"
"6404112060","Vans SK8-Hi in Black - 12.0 Men"
"6404112060","Vans SK8-Hi in Black/Black - 9.0 Men"
"6404112060","Vans SK8-Hi in Black/Black/Black - 11.5 Men"
"6404112060","Vans SK8-Hi in Black/Black/Black - 6.0 Men | 7.5 Women"
"6404.11.51.30","Kitty Cat BOBS from Skecher shoes"
"6404117530","New Balance 530 in Raincloud with Shadow Grey and Silver Metallic - 4.5 Men | 6.0 Women"
"6404117530","New Balance 530 in Raincloud with Shadow Grey and Silver Metallic - 5.0 Men | 6.5 Women"
"6404117530","New Balance 530 in Raincloud with Shadow Grey and Silver Metallic - 5.5 Men | 7.0 Women"
"6404117530","New Balance 530 in Raincloud with Shadow Grey and Silver Metallic - 6.0 Men | 7.5 Women"
"6404117530","New Balance 530 in Raincloud with Shadow Grey and Silver Metallic - 6.5 Men | 8.0 Women"
"6404117530","New Balance 530 in Raincloud with Shadow Grey and Silver Metallic - 8.5 Men | 10.0 Women"
"6404117530","New Balance 530 in Raincloud with Shadow Grey and Silver Metallic - 9.5 Men"
"6404117530","New Balance 530 in Sea <b>Salt</b> with Arid Stone - 6.0 Men | 7.5 Women"
"6404117530","New Balance 530 in Sea <b>Salt</b> with Arid Stone - 6.5 Men | 8.0 Women"
"6404117530","New Balance 530 in Sea <b>Salt</b> with Arid Stone - 7.0 Men | 8.5 Women"
"6404117530","New Balance 530 in Sea <b>Salt</b> with Arid Stone - 9.0 Men"
"6404117530","New Balance 530 in Silver Metallic with Black Cement - 4.5 Men | 6.0 Women"
"6404117530","New Balance 530 in Silver Metallic with Black Cement - 6.5 Men | 8.0 Women"
"6404117530","New Balance 530 in White with Natural Indigo - 5.5 Men | 7.0 Women"
"6404117530","New Balance 530 in White with Natural Indigo - 6.0 Men | 7.5 Women"
"6404117530","New Balance 530 in White with Natural Indigo - 7.0 Men | 8.5 Women"
"6404117530","New Balance 530 in White with Natural Indigo - 7.5 Men | 9.0 Women"
"6404117530","New Balance 530 in White with Natural Indigo - 9.0 Men"
"6404117530","New Balance 530 in White with Natural Indigo - 9.5 Men"
"6404117530","New Balance Women's 530 in White with Pink Sugar and Silver Metallic - 6.0 Men | 7.5 Women"
"6404117560","Alohas Women's Tb.490 in Rife Shimmer Silver - 38 European"
"6404117560","Glerups Shoe Rubber Sole in Charcoal - 43 European"
"6404117560","Glerups Shoe Rubber Sole in Charcoal - 44 European"
"6404117560","New Balance Women's 327 in Black with White <b>Gum</b> - 7.0 Women"
"6404117560","New Balance Women's 327 in Black with White <b>Gum</b> - 8.5 Women"
"6404117560","New Balance Women's 327 in Linen with Hay - 8.0 Women"
"6404117560","New Balance Women's 327 in Linen with Sea <b>Salt</b> - 7.0 Women"
"6404117560","New Balance Women's 327 in Linen with Sea <b>Salt</b> - 7.5 Women"
"6404117560","New Balance Women's 327 in Linen with Sea <b>Salt</b> - 8.5 Women"
"6404117560","New Balance Women's 327 in Sea <b>Salt</b> with Monarch Burgundy - 9.5 Women"
"6404117560","New Balance Women's 327 in Sea <b>Salt</b> with Rust <b>Oxide</b> - 6.0 Women"
"6404117560","New Balance Women's 327 in Sea <b>Salt</b> with Rust <b>Oxide</b> - 7.5 Women"
"6404117560","New Balance Women's 327 in Sea <b>Salt</b> with Rust <b>Oxide</b> - 8.0 Women"
"6404117560","New Balance Women's 327 in Sea <b>Salt</b> with White and Black - 11.0 Women"
"6404117560","New Balance Women's 327 in Sea <b>Salt</b> with White and Black - 7.0 Women"
"6404117560","New Balance Women's 327 in Sea <b>Salt</b> with White and Black - 7.5 Women"
"6404117560","New Balance Women's 327 in Sea <b>Salt</b> with White and Black - 8.0 Women"
"6404117560","New Balance Women's 327 in Sea <b>Salt</b> with White and Black - 8.5 Women"
"6404117560","Vans Women's Super Lowpro in Racing Red - 7.0 Men | 8.5 Women"
"6404117560","Victoria Women's Seul in Celeste - 38 European"
"6404.11.81.30","Converse Scooby-Doo Chuck Taylor All-Star 169076F Canvas-FREE <b>SHIPPING</b>!-"
"6404.11.85.30","Mens Shoes"
"6404.11.85.30","Vans Old-Skool Los Vans Multi True White New W/Box Men's Womens Free <b>Shipping</b>!"
