chapter,rank_in_chapter,hts8,api_hts_number,brief_description
17,7,17011350,1701.13.50,"Cane sugar, raw, specif in subhead 2 to chapt 17,solid, w/o added flavor or color, not subject gen. note 15 of the HTS or chapter note 5"
17,8,17011405,1701.14.05,"Other cane sugar, raw, in solid form, w/o added flavoring or coloring, subject to gen. note 15 of the HTS"
17,9,17011410,1701.14.10,"Other cane sugar, raw, in solid form, w/o added flavoring or coloring, subject to add. US 5 to Ch.17"
17,10,17011420,1701.14.20,"Other cane sugar, raw, in solid form, to be used for certain polyhydric alcohols"
17,11,17011450,1701.14.50,"Other cane sugar, raw solid form, w/o flavoring or coloring, nesoi, not subject to gen. note 15 or add. US 5 to Ch.17"
17,12,17019105,1701.91.05,"Cane/beet sugar & pure sucrose, refined, solid, w/added coloring but not flav., subject to gen. note 15 of the HTS"
17,13,17019110,1701.91.10,"Cane/beet sugar & pure sucrose, refined, solid, w/added coloring but not flav., subject to add. US 5 to Ch.17"
17,14,17019130,1701.91.30,"Cane/beet sugar & pure sucrose, refined, solid, w/added coloring but not flav., not subject to gen. note 15 or add. US 5 to Ch.17"
17,15,17019142,1701.91.42,"Cane/beet sugar & pure sucrose, refined, solid, w/added flavoring, o/65% by wt. sugar, descr. in Ch17 US note 2, subj. to gen nte 15"
17,16,17019144,1701.91.44,"Cane/beet sugar & pure sucrose, refined, solid, w/added flavoring, o/65% by wt. sugar, descr. in Ch17 US note 2, subj. to Ch17 US nte 7"
17,17,17019148,1701.91.48,"Cane/beet sugar & pure sucrose, refined, solid, w/added flavoring, o/65% by wt. sugar, descr. in Ch17 US note 2, not GN 15/Ch 17 US nte 7"
17,18,17019152,1701.91.52,"Cane/beet sugar & pure sucrose, refined, solid, w/added flavoring, o/10% by wt. sugar, descr. in Ch17 US note 3, subj. to gen nte 15"
17,19,17019154,1701.91.54,"Cane/beet sugar & pure sucrose, refined, solid, w/added flavoring, o/10% by wt. sugar, descr. in Ch17 US note 3, subj. to Ch17 US nte 8"
17,20,17019158,1701.91.58,"Cane/beet sugar & pure sucrose, refined, solid, w/added flavoring, o/10% by wt. sugar, descr. in Ch17 US note 3, not GN15/Ch.17 US nte 8"
18,1,18010000,1801.00.00,"Cocoa beans, whole or broken, raw or roasted"
18,2,18020000,1802.00.00,"Cocoa shells, husks, skins and other cocoa waste"
18,3,18031000,1803.10.00,"Cocoa paste, not defatted"
18,4,18032000,1803.20.00,"Cocoa paste, wholly or partly defatted"
18,5,18040000,1804.00.00,"Cocoa butter, fat and oil"
18,6,18050000,1805.00.00,"Cocoa powder, not containing added sugar or other sweetening matter"
18,7,18061005,1806.10.05,"Cocoa powder, sweetened, w/less than 65% by dry wt. sugar, subject to gen. note 15 of the HTS"
18,8,18061010,1806.10.10,"Cocoa powder, sweetened, w/less than 65% by dry wt. sugar, subject to add US note 1 to Ch. 18"
18,9,18061015,1806.10.15,"Cocoa powder, sweetened, w/less than 65% by dry wt. sugar, not subject to gen note 15 or add US note 1 to Ch. 18"
18,10,18061022,1806.10.22,"Cocoa powder, o/65% but less than 90% by dry wt of sugar, subject to gen. note 15 of the HTS"
18,11,18061024,1806.10.24,"Cocoa powder, o/65% but less than 90% by dry wt of sugar, described in add US note 2 to Ch.17: subj. to add US note 7 to Ch. 17"
18,12,18061028,1806.10.28,"Cocoa powder, o/65% but less than 90% by dry wt of sugar, described in add US note 2 to Ch.17: not subj. to add US note 7 to Ch. 17"
18,13,18061034,1806.10.34,"Cocoa powder, sweetened, neosi, subject to add US note 1 to Ch. 18"
18,14,18061038,1806.10.38,"Cocoa powder, sweetened, neosi, not subject to add US note 1 to Ch. 18"
18,15,18061043,1806.10.43,"Cocoa powder, o/90% by dry wt of sugar, subject to gen. note 15 of the HTS"
18,16,18061045,1806.10.45,"Cocoa powder, o/90% by dry wt of sugar, described in add US note 2 to Ch. 17: subject to add US note 7 to Ch. 17"
18,17,18061055,1806.10.55,"Cocoa powder, o/90% by dry wt of sugar, described in add US note 2 to Ch. 17: not subject to add US note 7 to Ch. 17"
18,18,18061065,1806.10.65,"Cocoa powder, o/90% by dry wt of sugar, neosi, subject to add. US note 1 to Ch. 18"
18,19,18061075,1806.10.75,"Cocoa powder, o/90% by dry wt of sugar, neosi"
18,20,18062020,1806.20.20,"Preparation consist wholly of ground cocoa beans, cont. n/o 32% butterfat and 60% sugar, in blocks or slabs 4.5 kg or more each"
19,1,19011005,1901.10.05,"Preps for infant use, for retail sale, o/10% milk solids, subject to gen. note 15"
19,2,19011011,1901.10.11,"Preps for infant use, infant formula containing Oligossaccharides and >10% milk solid by weight, described in US note 2"
19,3,19011016,1901.10.16,"Preps for infant use, infant formula containing Oligossaccharides and > 10% milk solid by weight, nesoi"
19,4,19011021,1901.10.21,"Pre[s for infant use containing >10% milk solids, dairy products described in additional note 10 to chap: provisional"
19,5,19011026,1901.10.26,"Preps for infant use, containing >10% weight of milk solids, dairy products described in additional note 1 to chapter 4, nesoi"
19,6,19011029,1901.10.29,"Preps for infant use, containing >10% by weight of milk solids, nesoi"
19,7,19011031,1901.10.31,"Preps for infant use, nesoi, described in general note 15 of USHTS and entered pursuant to its provisions"
19,8,19011033,1901.10.33,"Preps for infant use, nesoi, containing Oligosaccharides described in additional US note 2: provisional"
19,9,19011036,1901.10.36,"Preps for infant use, nesoi, formula containing Oligosaccharides, nesoi"
19,10,19011041,1901.10.41,"Preps for infant use, nesoi, dairy products described in additional US note 10 to chatper 4: provisional"
19,11,19011044,1901.10.44,"Preps for infant use, dairy products described in additional US note 1 to chapter 4"
19,12,19011049,1901.10.49,"Preps for infant use, nesoi"
19,13,19011052,1901.10.52,"Preps for young children, containing >10% milk solids by weight, described in general note 15 of USHTS: provisional"
19,14,19011054,1901.10.54,"Preps suitable for young children, containing >10% milk solids by weight, described in additional US note 10 to chapter 4"
19,15,19011056,1901.10.56,"Preps for young children, dairy preps containing > 10% by weight of milk solids, nesoi"
19,16,19011062,1901.10.62,"Preps for young children, nesoi, described in general note 15: provisional"
19,17,19011064,1901.10.64,"Preps for young children, nesoi, described in additional US note 10 to chapter 4"
19,18,19011066,1901.10.66,"Preps for young children, nesoi"
19,19,19011072,1901.10.72,"Preps for young children, other excl dairy, described in general note 15 of USHTS and entered pursuant to its provisions"
19,20,19011074,1901.10.74,"Preps for young children, nesoi, described in additional US note 8 to chapter 17 and entered pursuant to its provisions"
20,1,20011000,2001.10.00,"Cucumbers including gherkins, prepared or preserved by vinegar or acetic acid"
20,2,20019010,2001.90.10,"Capers, prepared or preserved by vinegar or acetic acid, in immediate containers holding more than 3.4 kg"
20,3,20019020,2001.90.20,"Capers, prepared or preserved by vinegar or acetic acid, nesoi"
20,4,20019025,2001.90.25,"Artichokes, prepared or preserved by vinegar or acetic acid"
20,5,20019030,2001.90.30,"Beans, prepared or preserved by vinegar or acetic acid"
20,6,20019033,2001.90.33,"Nopalitos, preserved by vinegar"
20,7,20019034,2001.90.34,"Onions, prepared or preserved by vinegar or acetic acid"
20,8,20019035,2001.90.35,"Pimientos, prepared or preserved by vinegar or acetic acid"
20,9,20019038,2001.90.38,"Vegetables (including olives) nesoi, prepared or preserved by vinegar or acetic acid"
20,10,20019042,2001.90.42,"Chestnuts, prepared or preserved by vinegar or acetic acid"
20,11,20019045,2001.90.45,"Mangoes, prepared or preserved by vinegar or acetic acid"
20,12,20019048,2001.90.48,"Chinese water chestnuts, prepared or preserved by vinegar or acetic acid"
20,13,20019050,2001.90.50,"Walnuts, prepared or preserved by vinegar or acetic acid"
20,14,20019060,2001.90.60,"Fruits, nuts, and other edible parts of plants, nesoi, prepared or preserved by vinegar or acetic acid"
20,15,20021000,2002.10.00,"Tomatoes, whole or in pieces, prepared or preserved otherwise than by vinegar or acetic acid"
20,16,20029040,2002.90.40,"Tomato prep/pres ex by vinegar/acetic acid, powder"
20,17,20029080,2002.90.80,"Tomatoes prepared or preserved otherwise than by vinegar or acetic acid, nesoi"
20,18,20031001,2003.10.01,"Mushrooms of the genus Agaricus, prepared or preserved otherwise than by vinegar or acetic acid"
20,19,20039010,2003.90.10,Truffles
20,20,20039080,2003.90.80,"Mushrooms other than of the genus Agaricus or truffles, prepared or preserved otherwise than by vinegar or acetic acid"
21,1,21011121,2101.11.21,"Instant coffee, not flavored"
21,2,21011129,2101.11.29,"Extracts, essences and concentrates of coffee other than unflavored instant coffee"
21,3,21011232,2101.12.32,"Preparations with a basis of extracts, essences or concentrates or with a basis of coffee, subject to general note 15 (outside quota)"
21,4,21011234,2101.12.34,"Blend syrup (Ch17 add US note 4) preparation w/basis of extract,essence or concentrate or w/basis of coffee,subj. quota of Ch17 add US nte 9"
21,5,21011238,2101.12.38,"Blend syrup (Ch17 add US note 4) preparation w/basis of extract, essence or concentrate or w/ basis of coffee, over Ch17 add US note 9 quota"
21,6,21011244,2101.12.44,"Preparation ov 65% sugar (Ch17 add US nte 2) w/basis of extract,essence or concentrate or w/basis of coffee,subj. quota of Ch17 add US nte 7"
21,7,21011248,2101.12.48,"Preparation ov 65% sugar (Ch17 add US note 2) w/ basis of extract, essence or concentrate or w/ basis of coffee, ov Ch17 add US note 9 quota"
21,8,21011254,2101.12.54,"Preparation ov 10% sugar (Ch17 add US nte 3) w/basis of extract,essence or concentrate or w/basis of coffee,subj. quota of Ch17 add US nte 8"
21,9,21011258,2101.12.58,"Preparation ov 10% sugar (Ch17 add US note 3) w/ basis of extract, essence or concentrate or w/ basis of coffee, ov Ch17 add US note 8 quota"
21,10,21011290,2101.12.90,"Preparations nesoi, with a basis of extracts, essences or concentrates or with a basis of coffee"
21,11,21012020,2101.20.20,"Extracts, essences or concentrates of tea or mate"
21,12,21012032,2101.20.32,"Preparations with a basis of extracts, essences or concentrates or with a basis of tea or mate, subject to general note 15 (outside quota)"
21,13,21012034,2101.20.34,"Blend syrup (Ch17 add US nte 4) preparation w/basis extract/essence/concentrate or w/basis of tea or mate,subj. quota of Ch17 add US nte 9"
21,14,21012038,2101.20.38,"Blend syrup (Ch17 add US note 4) preparation w/basis of extract/essence/concentrate or w/basis of tea or mate, over Ch17 add US note 9 quota"
21,15,21012044,2101.20.44,"Preparation ov 65% sugar (Ch17 add US nte 2) w/basis extract/essence/concentrate or w/basis of tea or mate,subj. quota of Ch17 add US note 7"
21,16,21012048,2101.20.48,"Preparation ov 65% sugar (Ch17 add US note 2) w/basis of extract/essence/concentrate or w/basis of tea or mate, ov Ch17 add US note 9 quota"
21,17,21012054,2101.20.54,"Preparation ov 10% sugar (Ch17 add US nte 3) w/basis extract/essence/concentrate or w/basis of tea or mate,subj. quota of Ch17 add US note 8"
21,18,21012058,2101.20.58,"Preparation ov 10% sugar (Ch17 add US note 3) w/basis of extract/essence/concentrate or w/basis of tea or mate, ov Ch17 add US note 8 quota"
21,19,21012090,2101.20.90,"Preparations nesoi, with a basis of extracts, essences or concentrates or with a basis of tea or mate"
21,20,21013000,2101.30.00,"Roasted chicory and other roasted coffee substitutes and extracts, essences and concentrates thereof"
22,1,22011000,2201.10.00,"Mineral waters and aerated waters, not containing added sugar or other sweetening matter nor flavored"
22,2,22019000,2201.90.00,"Waters (incl. ice, snow and steam), ot/than mineral waters or aerated waters, not cont. added sugar or other sweetening matter nor flavored"
22,3,22021000,2202.10.00,"Waters, including mineral waters and aerated waters, containing added sugar or other sweetening matter or flavored"
22,4,22029100,2202.91.00,Nonalcoholic beer
22,5,22029910,2202.99.10,Chocolate milk drink
22,6,22029922,2202.99.22,"Milk-based drinks described in general note 15 of USHTS and entered pursuant to its provisions, nonalcoholic, nesoi"
22,7,22029924,2202.99.24,"Milk-based drinks described in additional US note 10 to chapter 4 and entered pursuant to its provisions, nonalcoholic, nesoi"
22,8,22029928,2202.99.28,"Milk-based drinks, nonalcoholic, nesoi"
22,9,22029930,2202.99.30,"Orange juice, fortified with vitamins or minerals not made from a juice having a degree of concentration of >=1.5"
22,10,22029935,2202.99.35,"Orange juice fortified with vitamins or minerals, nesoi"
22,11,22029936,2202.99.36,"Juice of any single fruit or vegetable (except orange juice) fortified with vitamins or minerals, in nonconcentrated form"
22,12,22029937,2202.99.37,"Fruit or vegetable juices, fortified with vitamins or minerals, mixtures of juices in non-concentrated form"
22,13,22029991,2202.99.91,"Nonalcoholic beverages, nesoi, excluding fruit or vegetable juices of heading 2009"
22,14,22030000,2203.00.00,Beer made from malt
22,15,22041000,2204.10.00,"Sparkling wine, made from grapes"
22,16,22042120,2204.21.20,"Effervescent grape wine, in containers holding 2 liters or less"
22,17,22042130,2204.21.30,"Tokay wine (not carbonated) not over 14% alcohol, in containers not over 2 liters"
22,18,22042150,2204.21.50,"Wine other than Tokay (not carbonated), not over 14% alcohol, in containers not over 2 liters"
22,19,22042160,2204.21.60,"Marsala wine, over 14% vol. alcohol, in containers holding 2 liters or less"
22,20,22042180,2204.21.80,"Grape wine, other than Marsala, not sparkling or effervescent, over 14% vol. alcohol, in containers holding 2 liters or less"
23,1,23011000,2301.10.00,"Flours, meals, and pellets, of meat or meat offal unfit for human consumption; greaves (cracklings)"
23,2,23012000,2301.20.00,"Flours, meals, and pellets, of fish or of crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption"
23,3,23021000,2302.10.00,"Bran, sharps (middlings) and other residues, derived from the sifting, milling or other working of corn (maize)"
23,4,23023000,2302.30.00,"Bran, sharps (middlings) and other residues, derived from the sifting, milling or other working of wheat"
23,5,23024001,2302.40.01,"Bran, sharps (middlings) and other residues, derived from the sifting, milling or other working of cereals, excluding corn, rice and wheat"
23,6,23025000,2302.50.00,"Bran, sharps (middlings) and other residues, derived from the sifting, milling or other working of leguminous plants"
23,7,23031000,2303.10.00,Residues of starch manufacture and similar residues
23,8,23032000,2303.20.00,"Beet-pulp, bagasse and other waste of sugar manufacture"
23,9,23033000,2303.30.00,Brewing or distilling dregs and waste
23,10,23040000,2304.00.00,"Oilcake and other solid residues, resulting from the extraction of soybean oil"
23,11,23050000,2305.00.00,"Oilcake and other solid residues, resulting from the extraction of peanut (ground-nut) oil"
23,12,23061000,2306.10.00,"Oilcake and other solid residues, resulting from the extraction of vegetable fats or oils, of cotton seeds"
23,13,23062000,2306.20.00,"Oilcake and other solid residues, resulting from the extraction of vegetable fats or oils, of linseed"
23,14,23063000,2306.30.00,"Oilcake and other solid residues, resulting from the extraction of vegetable fats or oils, of sunflower seeds"
23,15,23064100,2306.41.00,"Oilcake and other solid residues, resulting from the extraction of vegetable fats or oils, of low erucic acid rape or colza seeds"
