query_id,canonical_hts_number,canonical_hts_digits,original_description,standardized_description,standardized_query,noise_flags,noise_score,quality_flags,quality_score,eval_eligible
std-2599f8ea395a,3206.49.60.50,3206496050,Potpourri - 330g,Potpourri - 330g,potpourri,measure,1,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-5135186f04a1,3206.49.60.50,3206496050,Quaker Blue - 50g,Quaker Blue - 50g,quaker blue,measure,1,no_semantic_overlap|weak_catalog_fragment,25,
std-454cb850da6e,3206.49.60.50,3206496050,Raw Silk - 330g,Raw Silk - 330g,raw silk,measure,1,no_semantic_overlap|weak_catalog_fragment,25,
std-cdb00362fbb2,3206.49.60.50,3206496050,Renfrew Blue - 50g,Renfrew Blue - 50g,renfrew blue,measure,1,no_semantic_overlap|weak_catalog_fragment,25,
std-2564f1accf6c,3206.49.60.50,3206496050,Sangria - 330g,Sangria - 330g,sangria,measure,1,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-5bd6d4d821f5,3206.49.60.50,3206496050,Sea Glass - 50g,Sea Glass - 50g,sea glass,measure,1,no_semantic_overlap|weak_catalog_fragment,25,
std-107751488614,3206.49.60.50,3206496050,Silhouette - 330g,Silhouette - 330g,silhouette,measure,1,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-137296ebf9bf,3206.49.60.50,3206496050,Stockholm Green - 50g,Stockholm Green - 50g,stockholm green,measure,1,no_semantic_overlap|weak_catalog_fragment,25,
std-16879d26ce61,3206.49.60.50,3206496050,Stone Fence - 50g,Stone Fence - 50g,stone fence,measure,1,no_semantic_overlap|weak_catalog_fragment,25,
std-604b62192dff,3206.49.60.50,3206496050,Swedish Yellow - 50g,Swedish Yellow - 50g,swedish yellow,measure,1,no_semantic_overlap|weak_catalog_fragment,25,
std-177f18a0ec60,3206.49.60.50,3206496050,Toasted Coconut - 50g,Toasted Coconut - 50g,toasted coconut,measure,1,no_semantic_overlap|weak_catalog_fragment,25,
std-f40aa1ab4b0b,3206.49.60.50,3206496050,Upper Canada Green - 50g,Upper Canada Green - 50g,upper canada green,measure,1,no_semantic_overlap|weak_catalog_fragment,25,
std-a14b9b8fbb27,3206.49.60.50,3206496050,Velvet Palm - 50g,Velvet Palm - 50g,velvet palm,measure,1,no_semantic_overlap|weak_catalog_fragment,25,
std-bc6a9ebb7981,3206.49.60.50,3206496050,Vintage Laurel - 50g,Vintage Laurel - 50g,vintage laurel,measure,1,no_semantic_overlap|weak_catalog_fragment,25,
std-fb94bb5d9333,3206.49.60.50,3206496050,Windsor Green - 330g,Windsor Green - 330g,windsor green,measure,1,no_semantic_overlap|weak_catalog_fragment,25,
std-65c9e5179b89,3206.49.60.50,3206496050,Wisteria Row - 50g,Wisteria Row - 50g,wisteria row,measure,1,no_semantic_overlap|weak_catalog_fragment,25,
std-bc45a7e97895,3207.10.00.00,3207100000,tissue paper,tissue paper,tissue paper,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-d015f5d2471d,3207.10.00.00,3207100000,under glaze chalk,under glaze chalk,under glaze chalk,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-bc814ee34f63,3207.10.00.00,3207100000,underglaze,underglaze,underglaze,,0,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-f8f3075eaa3d,3207.10.00.00,3207100000,underglaze chalk,underglaze chalk,underglaze chalk,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-10cdf68a2648,3207.10.00.00,3207100000,underglaze paint,underglaze paint,underglaze paint,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-830c3b43cdac,3207.10.00.00,3207100000,underglaze pecils,underglaze pecils,underglaze pecils,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-63c2deaea19c,3207.10.00.00,3207100000,underglaze pencil,underglaze pencil,underglaze pencil,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-98f05b7eff19,3207.10.00.00,3207100000,underglaze pencils,underglaze pencils,underglaze pencils,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-c832efbe44ec,3207.10.00.00,3207100000,vinyl,vinyl,vinyl,,0,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-d3870c5bd14a,3208.20.00.00,3208200000,Gel Nail Stickers,Gel Nail Stickers,gel nail stickers,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-423d184f20e9,3208.90.00.00,3208900000,Ayicon V4 car detailing products not corrosive,Ayicon V4 car detailing products not corrosive,ayicon v4 car detailing products not corrosive,html|options,2,model_number|no_semantic_overlap,30,
std-17b2dd559915,3208.90.00.00,3208900000,Ayyicon Pro 50 ml car detailing products not corrosive,Ayyicon Pro 50 ml car detailing products not corrosive,ayyicon pro car detailing products not corrosive,html|measure|options,3,no_semantic_overlap,55,
std-486b6b3306e9,3208.90.00.00,3208900000,Interior COATING 30 ml detailing products,Interior COATING 30 ml detailing products,interior coating detailing products,html|measure|options,3,no_semantic_overlap|weak_catalog_fragment,25,
std-8e19eb8fed08,3208.90.00.00,3208900000,Repel 200 ml /Car Detailing Products not corrosive,Repel 200 ml / Car Detailing Products not corrosive,repel car detailing products not corrosive,html|measure|options,3,no_semantic_overlap,55,
std-b639e0e55968,3208.90.00.00,3208900000,Stain and Finishing Oil All in one Ebony 237 ml,Stain and Finishing Oil All in one Ebony 237 ml,stain and finishing oil all in one ebony,measure,1,no_semantic_overlap,55,
std-0cf892b3497b,3208.90.00.00,3208900000,Stain and Finishing Oil All in one White 237 ml,Stain and Finishing Oil All in one White 237 ml,stain and finishing oil all in one white,measure,1,no_semantic_overlap,55,
std-cf5afe4209cb,3208.90.00.00,3208900000,Stain & Finishing Oil - SFO - Cappuccino / 237ml,Stain & Finishing Oil - SFO - Cappuccino / 237ml,stain and finishing oil sfo cappuccino,measure|options,2,no_semantic_overlap,55,
std-1733f60a50ee,3208.90.00.00,3208900000,Stain & Finishing Oil - SFO - Driftwood / 237ml,Stain & Finishing Oil - SFO - Driftwood / 237ml,stain and finishing oil sfo driftwood,measure|options,2,no_semantic_overlap,55,
std-8f1f0b5e43a1,3208.90.00.00,3208900000,Stain & Finishing Oil - SFO - Ebony / 237ml,Stain & Finishing Oil - SFO - Ebony / 237ml,stain and finishing oil sfo ebony,measure|options,2,no_semantic_overlap,55,
std-355b5c8088f0,3208.90.00.00,3208900000,Stain & Finishing Oil - SFO - Golden Pine / 237ml,Stain & Finishing Oil - SFO - Golden Pine / 237ml,stain and finishing oil sfo golden pine,measure|options,2,no_semantic_overlap,55,
std-dc6ab5b62395,3208.90.00.00,3208900000,Stain & Finishing Oil - SFO - Heartwood / 237ml,Stain & Finishing Oil - SFO - Heartwood / 237ml,stain and finishing oil sfo heartwood,measure|options,2,no_semantic_overlap,55,
std-10040cc2b6b9,3208.90.00.00,3208900000,Stain & Finishing Oil - SFO - Light Oak / 237ml,Stain & Finishing Oil - SFO - Light Oak / 237ml,stain and finishing oil sfo light oak,measure|options,2,no_semantic_overlap,55,
std-94c55c1e3c3c,3208.90.00.00,3208900000,Stain & Finishing Oil - SFO - Taupe / 237ml,Stain & Finishing Oil - SFO - Taupe / 237ml,stain and finishing oil sfo taupe,measure|options,2,no_semantic_overlap,55,
std-376eb32cfe8a,3208.90.00.00,3208900000,Stain & Finishing Oil - SFO - Walnut / 237ml,Stain & Finishing Oil - SFO - Walnut / 237ml,stain and finishing oil sfo walnut,measure|options,2,no_semantic_overlap,55,
std-6e7fb5d76fae,3208.90.00.00,3208900000,Stain & Finishing Oil - SFO - White / 237ml,Stain & Finishing Oil - SFO - White / 237ml,stain and finishing oil sfo white,measure|options,2,no_semantic_overlap,55,
std-a7a3d4d623e5,3209.10.00.00,3209100000,Acadia Pear - 37ml,Acadia Pear - 37ml,acadia pear,measure,1,no_semantic_overlap|weak_catalog_fragment,25,
std-bd9c413a8ba3,3209.10.00.00,3209100000,Acrylic paint color,Acrylic paint color,acrylic paint color,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-09f3ef504586,3209.10.00.00,3209100000,Alabaster - 120ml,Alabaster - 120ml,alabaster,measure,1,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-96dfaf806484,3209.10.00.00,3209100000,ALCHEMY Limestone and Chalk Paint by Fusion Mineral Paint- ALABASTER - 120mL and 500mL,ALCHEMY Limestone and Chalk Paint by Fusion Mineral Paint- ALABASTER - 120mL and 500mL,alchemy limestone and chalk paint by fusion mineral paint alabaster,measure,1,no_semantic_overlap,55,
std-115b07615c11,3209.10.00.00,3209100000,ALCHEMY Limestone and Chalk Paint by Fusion Mineral Paint- JUNIPER - 120mL and 500mL,ALCHEMY Limestone and Chalk Paint by Fusion Mineral Paint- JUNIPER - 120mL and 500mL,alchemy limestone and chalk paint by fusion mineral paint juniper,measure,1,no_semantic_overlap,55,
std-5a9a2386f585,3209.10.00.00,3209100000,ALCHEMY Limestone and Chalk Paint by Fusion Mineral Paint- LAGOON - 120mL and 500mL,ALCHEMY Limestone and Chalk Paint by Fusion Mineral Paint- LAGOON - 120mL and 500mL,alchemy limestone and chalk paint by fusion mineral paint lagoon,measure,1,no_semantic_overlap,55,
std-6de06de98b77,3209.10.00.00,3209100000,ALCHEMY Limestone and Chalk Paint by Fusion Mineral Paint- RASPBERRY - 120mL and 500mL,ALCHEMY Limestone and Chalk Paint by Fusion Mineral Paint- RASPBERRY - 120mL and 500mL,alchemy limestone and chalk paint by fusion mineral paint raspberry,measure,1,no_semantic_overlap,55,
std-88b6963f8ea8,3209.10.00.00,3209100000,ALCHEMY Limestone and Chalk Paint by Fusion Mineral Paint- ROSEMARY - 120mL and 500mL,ALCHEMY Limestone and Chalk Paint by Fusion Mineral Paint- ROSEMARY - 120mL and 500mL,alchemy limestone and chalk paint by fusion mineral paint rosemary,measure,1,no_semantic_overlap,55,
std-4ed903614341,3209.10.00.00,3209100000,ALCHEMY Limestone and Chalk Paint by Fusion Mineral Paint- SAGE - 120mL and 500mL,ALCHEMY Limestone and Chalk Paint by Fusion Mineral Paint- SAGE - 120mL and 500mL,alchemy limestone and chalk paint by fusion mineral paint sage,measure,1,no_semantic_overlap,55,
std-4019fbe48b39,3209.10.00.00,3209100000,ALCHEMY Limestone and Chalk Paint by Fusion Mineral Paint- SANDSTONE - 120mL and 500mL,ALCHEMY Limestone and Chalk Paint by Fusion Mineral Paint- SANDSTONE - 120mL and 500mL,alchemy limestone and chalk paint by fusion mineral paint sandstone,measure,1,no_semantic_overlap,55,
std-cce81d3a9aae,3209.10.00.00,3209100000,ALCHEMY Limestone and Chalk Paint by Fusion Mineral Paint- SPRUCE - 120mL and 500mL,ALCHEMY Limestone and Chalk Paint by Fusion Mineral Paint- SPRUCE - 120mL and 500mL,alchemy limestone and chalk paint by fusion mineral paint spruce,measure,1,no_semantic_overlap,55,
std-8621dbac84c5,3209.10.00.00,3209100000,ALCHEMY Limestone and Chalk Paint by Fusion Mineral Paint- STORM- 120mL and 500mL,ALCHEMY Limestone and Chalk Paint by Fusion Mineral Paint- STORM- 120mL and 500mL,alchemy limestone and chalk paint by fusion mineral paint storm,measure,1,no_semantic_overlap,55,
std-c2fe2d671763,3209.10.00.00,3209100000,ALCHEMY Limestone and Chalk Paint by Fusion Mineral Paint- TERRACOTTA- 120mL and 500mL,ALCHEMY Limestone and Chalk Paint by Fusion Mineral Paint- TERRACOTTA- 120mL and 500mL,alchemy limestone and chalk paint by fusion mineral paint terracotta,measure,1,no_semantic_overlap,55,
std-472d179ab0ec,3209.10.00.00,3209100000,ALCHEMY Limestone and Chalk Paint by Fusion Mineral Paint- THYME- 120mL and 500mL,ALCHEMY Limestone and Chalk Paint by Fusion Mineral Paint- THYME- 120mL and 500mL,alchemy limestone and chalk paint by fusion mineral paint thyme,measure,1,no_semantic_overlap,55,
std-e19423a170ab,3209.10.00.00,3209100000,ALCHEMY Limestone and Chalk Paint by Fusion Mineral Paint- WHITE OAK - 120mL and 500mL,ALCHEMY Limestone and Chalk Paint by Fusion Mineral Paint- WHITE OAK - 120mL and 500mL,alchemy limestone and chalk paint by fusion mineral paint white oak,measure,1,no_semantic_overlap,55,
std-597263ca70b7,3209.10.00.00,3209100000,Algonquin - 2L,Algonquin - 2L,algonquin,measure,1,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-1c27e87bd347,3209.10.00.00,3209100000,Amber - 120 ml,Amber - 120 ml,amber,measure,1,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-44763a32176a,3209.10.00.00,3209100000,Antiquing Glaze by Fusion Mineral Paint,Antiquing Glaze by Fusion Mineral Paint,antiquing glaze by fusion mineral paint,,0,no_semantic_overlap,55,
std-b1c2dab1019b,3209.10.00.00,3209100000,Ash - 2L,Ash - 2L,ash,html|measure|options,3,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-ee5654d0b51d,3209.10.00.00,3209100000,Ash - 2L Paint,Ash - 2L Paint,ash paint,html|measure|options,3,no_semantic_overlap|weak_catalog_fragment,25,
std-b326526e9209,3209.10.00.00,3209100000,Azure - 37ml,Azure - 37ml,azure,measure,1,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-1ccc46cef579,3209.10.00.00,3209100000,Bayberry - 2L,Bayberry - 2L,bayberry,measure,1,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-731622bcee34,3209.10.00.00,3209100000,Bedford - 37ml,Bedford - 37ml,bedford,measure,1,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-91547e19b7ad,3209.10.00.00,3209100000,Bellwood - 37ml,Bellwood - 37ml,bellwood,measure,1,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-34838e43867c,3209.10.00.00,3209100000,Birch - 120 ml,Birch - 120 ml,birch,measure,1,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-06e1be8d8382,3209.10.00.00,3209100000,Blue Pine - 37ml,Blue Pine - 37ml,blue pine,measure,1,no_semantic_overlap|weak_catalog_fragment,25,
std-8a636ef19c35,3209.10.00.00,3209100000,Bronze Metallic Paint - 37 ml,Bronze Metallic Paint - 37 ml,bronze metallic paint,measure,1,no_semantic_overlap|weak_catalog_fragment,25,
std-0fffc361e28c,3209.10.00.00,3209100000,Brook - 37ml,Brook - 37ml,brook,measure,1,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-91148f2b3afe,3209.10.00.00,3209100000,Brushed Steel Metallic Paint - 250ml,Brushed Steel Metallic Paint - 250ml,brushed steel metallic paint,measure,1,no_semantic_overlap|weak_catalog_fragment,25,
std-900af8cd0e51,3209.10.00.00,3209100000,Buttermilk Cream - 37ml,Buttermilk Cream - 37ml,buttermilk cream,measure,1,no_semantic_overlap|weak_catalog_fragment,25,
std-3e173d9461f0,3209.10.00.00,3209100000,Cambridge - 37ml,Cambridge - 37ml,cambridge,measure,1,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-fcdb9b90b653,3209.10.00.00,3209100000,Carriage House - 37ml,Carriage House - 37ml,carriage house,measure,1,no_semantic_overlap|weak_catalog_fragment,25,
std-95198fd09f68,3209.10.00.00,3209100000,Casement - 2L,Casement - 2L,casement,measure,1,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-425487254626,3209.10.00.00,3209100000,Cashmere - 2L,Cashmere - 2L,cashmere,measure,1,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-dbb06b6439c0,3209.10.00.00,3209100000,Cast Iron - 2L,Cast Iron - 2L,cast iron,measure,1,no_semantic_overlap|weak_catalog_fragment,25,
std-eecb673ef847,3209.10.00.00,3209100000,Cathedral Taupe - 37ml,Cathedral Taupe - 37ml,cathedral taupe,measure,1,no_semantic_overlap|weak_catalog_fragment,25,
std-4d781870c34f,3209.10.00.00,3209100000,Champagne Gold Metallic Paint - 250ml,Champagne Gold Metallic Paint - 250ml,champagne gold metallic paint,measure,1,no_semantic_overlap|weak_catalog_fragment,25,
std-64d140fa3da0,3209.10.00.00,3209100000,Champagne Metallic Paint - 250ml,Champagne Metallic Paint - 250ml,champagne metallic paint,measure,1,no_semantic_overlap|weak_catalog_fragment,25,
std-7f02cd9645ca,3209.10.00.00,3209100000,Champlain - 37ml,Champlain - 37ml,champlain,measure,1,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-1d431defb821,3209.10.00.00,3209100000,Champlain Fusion Mineral Paint - Furniture Paint - Decor Paint - 500 ml,Champlain Fusion Mineral Paint - Furniture Paint - Decor Paint - 500 ml,champlain fusion mineral paint furniture paint decor paint,measure,1,no_semantic_overlap,55,
std-dd5d902966a3,3209.10.00.00,3209100000,Champness - 37ml,Champness - 37ml,champness,measure,1,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-6ccecce6d22e,3209.10.00.00,3209100000,Chateau - 37ml,Chateau - 37ml,chateau,measure,1,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-1210a5430422,3209.10.00.00,3209100000,Chestler - 37ml / Blue,Chestler - 37ml / Blue,chestler blue,measure|options,2,no_semantic_overlap|weak_catalog_fragment,25,
std-1dfeb6beb60a,3209.10.00.00,3209100000,Chestnut Mare - 37ml,Chestnut Mare - 37ml,chestnut mare,measure,1,no_semantic_overlap|weak_catalog_fragment,25,
std-799bc541a20a,3209.10.00.00,3209100000,Chocolate - 37ml,Chocolate - 37ml,chocolate,html|measure|options,3,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-54d83d917f0c,3209.10.00.00,3209100000,Clay - 120 ml,Clay - 120 ml,clay,measure,1,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-48378ee7b82a,3209.10.00.00,3209100000,Coal Black - 2L,Coal Black - 2L,coal black,measure,1,no_semantic_overlap|weak_catalog_fragment,25,
std-0761bd5235b8,3209.10.00.00,3209100000,Cobblestone - 37ml,Cobblestone - 37ml,cobblestone,measure,1,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-68240974517e,3209.10.00.00,3209100000,Conservatory - 37ml / Green,Conservatory - 37ml / Green,conservatory green,measure|options,2,no_semantic_overlap|weak_catalog_fragment,25,
std-82ebf60f3432,3209.10.00.00,3209100000,Copper Metallic Paint - 250ml,Copper Metallic Paint - 250ml,copper metallic paint,measure,1,no_semantic_overlap|weak_catalog_fragment,25,
std-2f38a6c0772c,3209.10.00.00,3209100000,Coral - 37ml,Coral - 37ml,coral,measure,1,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-46f7c8a736f3,3209.10.00.00,3209100000,Crackled Texture,Crackled Texture,crackled texture,,0,no_semantic_overlap|weak_catalog_fragment,25,
std-058df1fbb924,3209.10.00.00,3209100000,Cranberry - 37ml,Cranberry - 37ml,cranberry,measure,1,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-e24e3f9ea217,3209.10.00.00,3209100000,CUREiously Pink - 37ml,CUREiously Pink - 37ml,cureiously pink,measure,1,no_semantic_overlap|weak_catalog_fragment,25,
std-0ebf13419a02,3209.10.00.00,3209100000,Damask - 37ml,Damask - 37ml,damask,measure,1,low_token_count|no_semantic_overlap|weak_catalog_fragment,0,
std-8d71f8ccb9b5,3209.10.00.00,3209100000,Decoupage & Transfer Gel - 250ml,Decoupage & Transfer Gel - 250ml,decoupage and transfer gel,measure,1,no_semantic_overlap|weak_catalog_fragment,25,
std-694528b86a64,3209.10.00.00,3209100000,"Decoupage and Transfer Gel by Fusion Mineral Paint , Eco Friendly","Decoupage and Transfer Gel by Fusion Mineral Paint , Eco Friendly","decoupage and transfer gel by fusion mineral paint , eco friendly",,0,no_semantic_overlap,55,
std-896f1a33ca18,3209.10.00.00,3209100000,Elderberry - 37ml / Red,Elderberry - 37ml / Red,elderberry red,measure|options,2,no_semantic_overlap|weak_catalog_fragment,25,
